date,date,open,high,low,close,volume
2013-11-14,2013-11-14,3286.241,3319.621,3258.022,3316.43,930927680
2013-11-15,2013-11-15,3320.134,3411.255,3318.286,3367.743,1367021952
2013-11-18,2013-11-18,3391.894,3461.912,3389.694,3461.285,1702776192
2013-11-19,2013-11-19,3460.619,3463.448,3427.405,3438.33,1267369472
2013-11-20,2013-11-20,3461.37,3467.61,3432.6,3461.476,1031252160
2013-11-21,2013-11-21,3449.297,3462.08,3412.996,3451.046,1472284288
2013-11-22,2013-11-22,3460.02,3465.273,3426.012,3432.807,1099011072
2013-11-25,2013-11-25,3413.338,3461.492,3411.638,3423.475,1038907200
2013-11-26,2013-11-26,3416.685,3431.725,3403.366,3420.761,811777600
2013-11-27,2013-11-27,3418.532,3465.425,3414.986,3450.679,965301632
2013-11-28,2013-11-28,3457.81,3530.704,3457.81,3506.0,1313385344
2013-11-29,2013-11-29,3505.77,3518.716,3494.346,3508.95,931928640
2013-12-02,2013-12-02,3461.241,3507.039,3415.097,3418.324,1519312128
2013-12-03,2013-12-03,3409.214,3482.287,3406.004,3473.287,1000083072
2013-12-04,2013-12-04,3467.306,3548.819,3459.196,3532.595,1551157504
2013-12-05,2013-12-05,3533.644,3543.539,3504.42,3511.616,1234352640
2013-12-06,2013-12-06,3505.659,3515.354,3484.457,3498.579,904359488
2013-12-09,2013-12-09,3510.541,3521.421,3490.373,3505.252,777409536
2013-12-10,2013-12-10,3525.348,3548.983,3519.02,3532.721,1135394688
2013-12-11,2013-12-11,3516.102,3517.218,3473.316,3489.796,1036947712
2013-12-12,2013-12-12,3481.931,3505.124,3474.766,3489.433,831139264
2013-12-13,2013-12-13,3450.087,3505.431,3449.125,3491.969,763306496
2013-12-16,2013-12-16,3489.075,3491.894,3419.292,3419.292,1102407808
2013-12-17,2013-12-17,3419.999,3425.108,3382.314,3386.004,754153600
2013-12-18,2013-12-18,3387.01,3402.471,3377.123,3395.376,649738304
2013-12-19,2013-12-19,3405.296,3414.633,3362.436,3364.303,652833280
2013-12-20,2013-12-20,3369.213,3370.403,3289.059,3289.059,1180484224
2013-12-23,2013-12-23,3300.357,3316.724,3267.415,3303.124,729056448
2013-12-24,2013-12-24,3318.21,3355.355,3296.159,3324.752,762710720
2013-12-25,2013-12-25,3330.684,3358.193,3314.077,3354.354,660074048
2013-12-26,2013-12-26,3343.827,3350.6,3281.665,3281.665,727006336
2013-12-27,2013-12-27,3287.285,3365.95,3279.243,3345.733,819049536
2013-12-30,2013-12-30,3356.827,3363.49,3330.423,3338.667,965948800
2013-12-31,2013-12-31,3319.874,3375.637,3316.866,3372.394,980349888
2014-01-02,2014-01-02,3358.472,3363.852,3340.905,3355.488,657780928
2014-01-03,2014-01-03,3344.69,3351.253,3307.222,3316.197,927349056
2014-01-06,2014-01-06,3307.661,3307.661,3220.076,3225.654,974294080
2014-01-07,2014-01-07,3206.982,3249.276,3204.333,3232.48,767770880
2014-01-08,2014-01-08,3234.127,3265.813,3216.443,3241.542,834352000
2014-01-09,2014-01-09,3230.936,3263.921,3202.057,3206.229,864187008
2014-01-10,2014-01-10,3199.34,3211.268,3179.066,3188.405,680233536
2014-01-13,2014-01-13,3187.954,3210.877,3153.796,3173.828,728267200
2014-01-14,2014-01-14,3174.687,3218.995,3164.446,3218.05,678760448
2014-01-15,2014-01-15,3217.207,3243.337,3214.637,3238.178,678067328
2014-01-16,2014-01-16,3240.709,3257.377,3223.212,3237.509,793398528
2014-01-17,2014-01-17,3224.275,3228.451,3181.633,3186.943,725015680
2014-01-20,2014-01-20,3183.065,3192.647,3156.965,3174.357,650364032
2014-01-21,2014-01-21,3175.161,3213.225,3175.161,3199.422,643193984
2014-01-22,2014-01-22,3205.543,3291.39,3199.392,3290.991,1107449728
2014-01-23,2014-01-23,3292.019,3308.483,3283.595,3290.797,860666752
2014-01-24,2014-01-24,3282.324,3332.257,3277.961,3313.648,943338816
2014-01-27,2014-01-27,3294.57,3309.123,3272.705,3283.489,1030937536
2014-01-28,2014-01-28,3289.947,3306.212,3251.239,3284.317,800596544
2014-01-29,2014-01-29,3291.38,3308.422,3279.725,3292.681,797181888
2014-01-30,2014-01-30,3287.42,3289.103,3242.276,3248.789,690562176
2014-02-07,2014-02-07,3228.042,3270.646,3212.731,3270.572,731432768
2014-02-10,2014-02-10,3286.846,3356.021,3286.835,3350.482,1271694720
2014-02-11,2014-02-11,3351.66,3357.743,3319.074,3342.739,1443856000
2014-02-12,2014-02-12,3341.868,3366.122,3329.96,3364.739,1132340864
2014-02-13,2014-02-13,3362.832,3377.234,3337.184,3337.952,1237440640
2014-02-14,2014-02-14,3333.422,3359.991,3333.422,3359.991,902839616
2014-02-17,2014-02-17,3377.921,3389.674,3359.357,3389.334,1160576512
2014-02-18,2014-02-18,3388.18,3388.18,3337.385,3349.135,1125274624
2014-02-19,2014-02-19,3348.338,3387.476,3335.998,3386.322,1319594496
2014-02-20,2014-02-20,3388.829,3412.479,3344.319,3347.859,1365539968
2014-02-21,2014-02-21,3342.478,3357.753,3308.231,3323.815,991278656
2014-02-24,2014-02-24,3300.12,3300.12,3206.975,3232.1,1291627392
2014-02-25,2014-02-25,3237.491,3241.765,3124.426,3143.252,1414252928
2014-02-26,2014-02-26,3125.327,3139.896,3098.812,3139.896,1007002176
2014-02-27,2014-02-27,3153.183,3167.689,3110.146,3118.226,1123557248
2014-02-28,2014-02-28,3110.482,3167.56,3098.87,3167.56,986104832
2014-03-03,2014-03-03,3165.024,3197.231,3158.181,3191.837,985192128
2014-03-04,2014-03-04,3179.837,3179.837,3140.385,3163.243,1063666112
2014-03-05,2014-03-05,3167.767,3170.963,3136.475,3144.096,854977344
2014-03-06,2014-03-06,3141.626,3171.259,3103.315,3164.123,1030792128
2014-03-07,2014-03-07,3161.565,3178.86,3151.074,3164.797,843651072
2014-03-10,2014-03-10,3141.028,3141.03,3065.026,3071.16,1002905216
2014-03-11,2014-03-11,3064.456,3110.3,3061.206,3090.266,909605312
2014-03-12,2014-03-12,3079.4,3106.085,3044.406,3080.443,1159324928
2014-03-13,2014-03-13,3081.451,3122.29,3077.711,3117.107,946195840
2014-03-14,2014-03-14,3101.131,3113.11,3072.125,3088.153,742688448
2014-03-17,2014-03-17,3106.344,3129.417,3091.849,3128.744,700405952
2014-03-18,2014-03-18,3136.25,3152.518,3120.439,3123.733,779550656
2014-03-19,2014-03-19,3112.343,3112.343,3057.329,3082.643,903329344
2014-03-20,2014-03-20,3076.853,3101.539,3011.695,3013.473,923804672
2014-03-21,2014-03-21,3003.035,3103.922,2987.862,3096.882,1335102720
2014-03-24,2014-03-24,3095.536,3118.923,3080.732,3107.703,1149843968
2014-03-25,2014-03-25,3102.102,3133.794,3090.377,3108.905,936454976
2014-03-26,2014-03-26,3113.187,3124.276,3097.718,3109.083,884705536
2014-03-27,2014-03-27,3103.478,3111.564,3064.38,3071.729,912698752
2014-03-28,2014-03-28,3078.353,3108.997,3070.376,3085.261,1076012416
2014-03-31,2014-03-31,3099.696,3113.113,3066.926,3085.788,851913472
2014-04-01,2014-04-01,3081.778,3129.879,3074.992,3122.996,719800448
2014-04-02,2014-04-02,3126.343,3152.215,3124.872,3142.823,866015808
2014-04-03,2014-04-03,3157.189,3164.691,3119.959,3124.297,887314880
2014-04-04,2014-04-04,3116.753,3153.242,3111.524,3152.638,709431424
2014-04-08,2014-04-08,3141.025,3226.848,3137.445,3216.416,1226470272
2014-04-09,2014-04-09,3225.29,3242.172,3215.248,3226.361,950414720
2014-04-10,2014-04-10,3236.725,3287.784,3211.936,3268.749,1435416064
2014-04-11,2014-04-11,3263.587,3289.718,3259.584,3278.419,1242583936
2014-04-14,2014-04-14,3279.432,3291.44,3264.58,3281.397,784023296
2014-04-15,2014-04-15,3273.625,3273.625,3225.946,3229.424,939046336
2014-04-16,2014-04-16,3219.205,3243.29,3211.012,3223.032,670630464
2014-04-17,2014-04-17,3228.325,3242.714,3213.535,3220.107,592358848
2014-04-18,2014-04-18,3205.504,3222.982,3185.313,3214.956,629425664
2014-04-21,2014-04-21,3191.926,3222.467,3163.134,3163.134,708353408
2014-04-22,2014-04-22,3162.849,3179.369,3125.54,3161.997,699786112
2014-04-23,2014-04-23,3158.857,3183.191,3156.012,3175.315,628015296
2014-04-24,2014-04-24,3174.552,3193.278,3162.215,3174.235,618550400
2014-04-25,2014-04-25,3171.619,3173.243,3128.253,3128.253,664347712
2014-04-28,2014-04-28,3122.739,3126.273,3080.626,3081.744,724640832
2014-04-29,2014-04-29,3083.594,3127.882,3081.054,3122.426,683900416
2014-04-30,2014-04-30,3115.769,3123.723,3106.532,3116.242,616387008
2014-05-05,2014-05-05,3110.127,3126.012,3077.293,3116.142,683753024
2014-05-06,2014-05-06,3113.347,3144.051,3108.609,3116.613,596060928
2014-05-07,2014-05-07,3109.949,3109.949,3081.278,3081.579,578650816
2014-05-08,2014-05-08,3068.464,3114.371,3066.092,3070.146,599700032
2014-05-09,2014-05-09,3075.398,3076.751,3039.68,3059.206,544769856
2014-05-12,2014-05-12,3078.2,3124.635,3063.287,3118.882,876848320
2014-05-13,2014-05-13,3120.09,3129.206,3106.478,3115.522,650771264
2014-05-14,2014-05-14,3114.734,3119.7,3103.185,3105.211,492700512
2014-05-15,2014-05-15,3099.931,3104.574,3070.561,3073.272,567063168
2014-05-16,2014-05-16,3074.367,3085.929,3059.744,3081.225,616751808
2014-05-19,2014-05-19,3069.329,3069.818,3025.856,3038.94,535847648
2014-05-20,2014-05-20,3051.402,3068.737,3034.007,3041.323,483559008
2014-05-21,2014-05-21,3026.606,3072.428,3015.448,3071.702,522342240
2014-05-22,2014-05-22,3072.13,3105.556,3061.471,3067.665,715454848
2014-05-23,2014-05-23,3068.891,3094.425,3059.063,3093.122,629988992
2014-05-26,2014-05-26,3117.618,3125.523,3092.279,3107.317,643423424
2014-05-27,2014-05-27,3104.745,3119.784,3098.633,3100.37,554656384
2014-05-28,2014-05-28,3101.908,3147.593,3095.049,3146.095,842184384
2014-05-29,2014-05-29,3153.83,3163.492,3124.77,3127.556,766599104
2014-05-30,2014-05-30,3128.404,3142.711,3112.858,3129.312,697222656
2014-06-03,2014-06-03,3132.614,3147.865,3123.753,3124.543,641151424
2014-06-04,2014-06-04,3122.548,3122.548,3063.819,3085.102,562040064
2014-06-05,2014-06-05,3082.72,3122.164,3076.574,3120.974,550492480
2014-06-06,2014-06-06,3113.06,3116.252,3078.204,3095.501,620145600
2014-06-09,2014-06-09,3086.2,3123.537,3083.212,3097.117,811743168
2014-06-10,2014-06-10,3099.633,3142.881,3095.44,3142.881,866745600
2014-06-11,2014-06-11,3137.32,3147.361,3129.817,3142.285,683156672
2014-06-12,2014-06-12,3136.614,3143.241,3125.24,3131.707,788489088
2014-06-13,2014-06-13,3127.548,3175.644,3126.892,3165.356,952310592
2014-06-16,2014-06-16,3163.543,3190.317,3160.994,3183.963,918942784
2014-06-17,2014-06-17,3177.082,3177.082,3146.207,3149.277,797836032
2014-06-18,2014-06-18,3145.824,3150.1,3124.267,3124.876,688303488
2014-06-19,2014-06-19,3127.11,3135.542,3061.776,3075.946,725563328
2014-06-20,2014-06-20,3072.263,3085.448,3059.86,3084.264,676068096
2014-06-23,2014-06-23,3087.596,3105.049,3085.727,3090.011,626471296
2014-06-24,2014-06-24,3090.315,3118.974,3086.281,3117.967,590057216
2014-06-25,2014-06-25,3110.431,3110.431,3081.648,3095.009,518448096
2014-06-26,2014-06-26,3098.483,3122.391,3098.483,3117.793,604059456
2014-06-27,2014-06-27,3116.463,3137.42,3106.703,3126.32,729152896
2014-06-30,2014-06-30,3129.741,3152.947,3129.149,3151.096,759631040
2014-07-01,2014-07-01,3157.642,3158.071,3129.57,3137.446,779179328
2014-07-02,2014-07-02,3137.914,3149.701,3124.013,3149.234,783853120
2014-07-03,2014-07-03,3148.635,3173.897,3142.839,3164.712,859033920
2014-07-04,2014-07-04,3168.51,3176.848,3161.797,3173.169,870013312
2014-07-07,2014-07-07,3177.595,3190.121,3162.904,3171.918,865275840
2014-07-08,2014-07-08,3170.002,3177.528,3146.274,3175.883,829603840
2014-07-09,2014-07-09,3171.586,3175.862,3130.11,3130.494,968138368
2014-07-10,2014-07-10,3130.528,3143.708,3117.583,3122.273,930666048
2014-07-11,2014-07-11,3098.521,3127.528,3093.2,3113.869,1033297088
2014-07-14,2014-07-14,3111.57,3152.562,3107.086,3152.305,1187099904
2014-07-15,2014-07-15,3149.913,3165.277,3146.42,3161.489,1118969088
2014-07-16,2014-07-16,3156.606,3167.912,3139.905,3142.418,973743552
2014-07-17,2014-07-17,3142.359,3142.766,3103.705,3120.884,731861760
2014-07-18,2014-07-18,3111.521,3168.865,3108.28,3150.077,798653376
2014-07-21,2014-07-21,3149.861,3178.008,3149.861,3174.513,771452864
2014-07-22,2014-07-22,3167.844,3220.844,3167.012,3212.106,1055915392
2014-07-23,2014-07-23,3209.032,3235.653,3206.334,3218.274,1079146112
2014-07-24,2014-07-24,3225.791,3279.182,3225.791,3274.723,1533570432
2014-07-25,2014-07-25,3283.194,3313.427,3280.912,3313.144,1180543616
2014-07-28,2014-07-28,3330.905,3406.544,3330.905,3394.707,2440197888
2014-07-29,2014-07-29,3400.137,3428.629,3386.286,3414.448,2211086848
2014-07-30,2014-07-30,3387.794,3407.621,3369.193,3377.398,1656981760
2014-07-31,2014-07-31,3373.118,3427.032,3364.39,3426.448,1489474304
2014-08-01,2014-08-01,3411.0,3461.689,3403.576,3403.679,1422682880
2014-08-04,2014-08-04,3411.138,3463.164,3409.814,3463.164,1351325312
2014-08-05,2014-08-05,3465.157,3474.436,3439.24,3465.197,1395434240
2014-08-06,2014-08-06,3444.288,3455.716,3405.008,3442.224,1264792960
2014-08-07,2014-08-07,3441.848,3457.34,3387.003,3389.303,1229280768
2014-08-08,2014-08-08,3389.806,3411.569,3377.402,3402.848,1026168384
2014-08-11,2014-08-11,3412.219,3453.783,3411.448,3453.242,1064380160
2014-08-12,2014-08-12,3445.497,3448.22,3422.793,3434.855,1017872768
2014-08-13,2014-08-13,3436.603,3449.242,3397.904,3424.431,1059929024
2014-08-14,2014-08-14,3421.279,3436.839,3397.973,3402.024,1027643264
2014-08-15,2014-08-15,3402.074,3441.379,3393.925,3429.899,897337920
2014-08-18,2014-08-18,3440.467,3461.045,3434.983,3454.24,1130795776
2014-08-19,2014-08-19,3464.125,3465.078,3431.799,3450.908,1110739968
2014-08-20,2014-08-20,3451.618,3453.035,3433.482,3439.956,1058514560
2014-08-21,2014-08-21,3439.247,3444.155,3395.231,3437.924,1064962240
2014-08-22,2014-08-22,3436.432,3458.364,3429.617,3453.176,1022103488
2014-08-25,2014-08-25,3453.846,3453.846,3406.166,3415.617,1023648064
2014-08-26,2014-08-26,3409.597,3427.259,3374.303,3382.364,1014372288
2014-08-27,2014-08-27,3384.565,3405.439,3381.781,3389.292,721976320
2014-08-28,2014-08-28,3393.457,3397.275,3357.968,3358.389,825774976
2014-08-29,2014-08-29,3369.222,3416.248,3368.422,3415.988,695606784
2014-09-01,2014-09-01,3425.584,3447.853,3425.584,3446.295,869639808
2014-09-02,2014-09-02,3454.045,3490.143,3438.083,3489.447,1274776320
2014-09-03,2014-09-03,3491.666,3530.18,3491.666,3522.868,1467435264
2014-09-04,2014-09-04,3528.317,3544.569,3514.92,3542.309,1208023680
2014-09-05,2014-09-05,3552.699,3582.356,3551.011,3581.109,1661512064
2014-09-09,2014-09-09,3581.711,3585.592,3559.897,3567.537,1064312384
2014-09-10,2014-09-10,3556.096,3556.472,3534.147,3545.579,1017221888
2014-09-11,2014-09-11,3542.586,3583.78,3521.795,3530.267,1265899776
2014-09-12,2014-09-12,3523.708,3546.064,3512.783,3545.773,989591168
2014-09-15,2014-09-15,3533.669,3537.842,3506.264,3531.686,1181780736
2014-09-16,2014-09-16,3533.147,3536.167,3447.591,3450.072,1483932288
2014-09-17,2014-09-17,3463.745,3467.315,3435.233,3465.544,1024905984
2014-09-18,2014-09-18,3456.922,3477.089,3449.043,3471.574,1022953920
2014-09-19,2014-09-19,3473.003,3501.702,3465.357,3498.045,841601152
2014-09-22,2014-09-22,3490.911,3490.911,3428.736,3434.674,1046617600
2014-09-23,2014-09-23,3434.405,3464.046,3434.405,3460.821,765754496
2014-09-24,2014-09-24,3446.894,3514.447,3440.352,3511.981,1151227264
2014-09-25,2014-09-25,3531.629,3548.336,3498.932,3507.401,1187849472
2014-09-26,2014-09-26,3499.936,3505.645,3479.763,3502.599,797163008
2014-09-29,2014-09-29,3507.19,3514.85,3484.11,3498.63,1124854656
2014-09-30,2014-09-30,3503.724,3507.302,3487.09,3501.877,1073282112
2014-10-08,2014-10-08,3517.327,3545.085,3497.952,3544.994,1291255296
2014-10-09,2014-10-09,3547.289,3553.565,3518.408,3542.258,1219687936
2014-10-10,2014-10-10,3529.797,3532.897,3501.253,3513.206,1279255680
2014-10-13,2014-10-13,3500.769,3503.727,3461.697,3499.498,1165678336
2014-10-14,2014-10-14,3489.766,3507.39,3461.669,3474.086,1108411520
2014-10-15,2014-10-15,3470.64,3503.555,3458.844,3503.496,1118044288
2014-10-16,2014-10-16,3486.764,3529.216,3474.886,3483.28,1477293440
2014-10-17,2014-10-17,3484.479,3500.45,3442.321,3496.326,1537731840
2014-10-20,2014-10-20,3502.861,3512.532,3492.366,3511.206,1015622656
2014-10-21,2014-10-21,3511.039,3517.505,3483.807,3487.435,1014760896
2014-10-22,2014-10-22,3488.128,3509.64,3477.952,3478.516,950181248
2014-10-23,2014-10-23,3475.891,3489.798,3447.177,3453.416,1164628352
2014-10-24,2014-10-24,3456.393,3467.245,3438.548,3448.753,1013314432
2014-10-27,2014-10-27,3436.883,3436.883,3407.635,3417.062,821096576
2014-10-28,2014-10-28,3423.787,3479.051,3423.787,3478.993,961692928
2014-10-29,2014-10-29,3487.354,3521.402,3477.761,3518.048,1278854912
2014-10-30,2014-10-30,3518.215,3522.808,3493.564,3514.069,1312194944
2014-10-31,2014-10-31,3520.861,3573.069,3520.861,3568.137,1841114880
2014-11-03,2014-11-03,3574.878,3584.253,3560.996,3575.379,1455124992
2014-11-04,2014-11-04,3571.849,3571.849,3543.209,3552.572,1531382656
2014-11-05,2014-11-05,3557.114,3561.245,3530.303,3531.402,1065065088
2014-11-06,2014-11-06,3540.825,3548.177,3514.723,3539.011,984385856
2014-11-07,2014-11-07,3541.78,3566.927,3517.086,3535.061,1424881920
2014-11-10,2014-11-10,3557.564,3608.143,3550.782,3608.143,1594008832
2014-11-11,2014-11-11,3618.409,3631.776,3562.929,3587.338,2458720512
2014-11-12,2014-11-12,3576.461,3625.387,3573.851,3625.362,1309978624
2014-11-13,2014-11-13,3627.462,3627.462,3582.67,3606.904,1545346560
2014-11-14,2014-11-14,3596.183,3620.623,3586.063,3620.597,1181937792
2014-11-17,2014-11-17,3705.775,3713.016,3621.699,3623.588,1440887552
2014-11-18,2014-11-18,3626.911,3631.597,3578.365,3590.295,1453762432
2014-11-19,2014-11-19,3581.537,3589.839,3565.359,3567.968,1533327872
2014-11-20,2014-11-20,3551.648,3560.579,3537.966,3556.152,1075369088
2014-11-21,2014-11-21,3556.223,3603.034,3552.889,3601.816,1274569600
2014-11-24,2014-11-24,3641.563,3680.453,3620.934,3660.805,2499207936
2014-11-25,2014-11-25,3662.202,3718.115,3655.918,3716.753,2049562368
2014-11-26,2014-11-26,3722.072,3725.423,3699.736,3725.402,2117174528
2014-11-27,2014-11-27,3736.424,3743.356,3706.503,3742.516,2471627776
2014-11-28,2014-11-28,3742.179,3793.738,3715.044,3793.702,3590085376
2014-12-01,2014-12-01,3801.494,3871.726,3799.844,3827.843,3359215360
2014-12-02,2014-12-02,3812.738,3952.465,3807.831,3931.561,3316577536
2014-12-03,2014-12-03,3944.654,4054.713,3940.249,4017.726,4247167232
2014-12-04,2014-12-04,4039.162,4152.281,4032.981,4147.996,3823809792
2014-12-05,2014-12-05,4181.073,4208.964,4002.157,4120.354,4599737344
2014-12-08,2014-12-08,4103.426,4256.337,4072.437,4234.871,4476396544
2014-12-09,2014-12-09,4203.966,4386.415,4030.818,4058.414,5700920832
2014-12-10,2014-12-10,4085.151,4253.298,4063.843,4248.603,3688084224
2014-12-11,2014-12-11,4237.462,4318.415,4202.68,4243.989,3267509760
2014-12-12,2014-12-12,4262.606,4286.507,4205.606,4230.702,2654478848
2014-12-15,2014-12-15,4234.187,4243.099,4166.716,4232.324,2748547584
2014-12-16,2014-12-16,4225.528,4246.091,4180.681,4242.248,2937346560
2014-12-17,2014-12-17,4239.316,4270.048,4187.358,4258.234,4059688704
2014-12-18,2014-12-18,4263.298,4307.838,4248.441,4280.816,3098360064
2014-12-19,2014-12-19,4271.782,4317.841,4228.504,4312.418,3835767808
2014-12-22,2014-12-22,4327.469,4371.11,4283.498,4330.407,4579114496
2014-12-23,2014-12-23,4306.785,4381.901,4262.539,4271.386,2939304192
2014-12-24,2014-12-24,4275.989,4278.208,4129.47,4177.889,2669152256
2014-12-25,2014-12-25,4203.556,4250.144,4174.975,4249.542,2610855936
2014-12-26,2014-12-26,4257.4,4342.981,4240.495,4333.961,3161795840
2014-12-29,2014-12-29,4368.651,4395.258,4259.95,4306.54,3951207168
2014-12-30,2014-12-30,4296.518,4333.442,4248.72,4281.498,3109335552
2014-12-31,2014-12-31,4287.662,4414.29,4287.662,4410.069,3408485120
2015-01-05,2015-01-05,4455.984,4674.687,4455.984,4654.832,4390713856
2015-01-06,2015-01-06,4640.397,4791.942,4620.468,4708.273,4010210048
2015-01-07,2015-01-07,4692.337,4721.777,4651.137,4693.797,2737773056
2015-01-08,2015-01-08,4706.911,4721.13,4611.571,4642.853,2572006656
2015-01-09,2015-01-09,4635.55,4768.527,4602.566,4608.273,3552598016
2015-01-12,2015-01-12,4590.293,4644.064,4549.114,4627.982,3080708096
2015-01-13,2015-01-13,4622.6,4702.451,4621.142,4681.021,2204259072
2015-01-14,2015-01-14,4689.819,4700.257,4593.899,4625.334,1986596224
2015-01-15,2015-01-15,4619.952,4713.851,4591.002,4713.851,2329461760
2015-01-16,2015-01-16,4730.872,4793.619,4723.23,4769.29,3229221632
2015-01-19,2015-01-19,4529.417,4655.242,4386.231,4450.209,4145625600
2015-01-20,2015-01-20,4479.231,4600.211,4479.231,4591.229,3276487424
2015-01-21,2015-01-21,4621.908,4739.441,4599.192,4729.836,3702785024
2015-01-22,2015-01-22,4729.232,4769.713,4704.515,4748.491,2804325120
2015-01-23,2015-01-23,4760.657,4778.221,4693.816,4716.308,2638171904
2015-01-26,2015-01-26,4732.464,4758.273,4698.869,4756.326,2403345664
2015-01-27,2015-01-27,4767.822,4772.554,4643.875,4720.654,2894887168
2015-01-28,2015-01-28,4692.497,4718.697,4633.113,4652.282,2169051136
2015-01-29,2015-01-29,4598.128,4636.296,4575.101,4604.404,1786817024
2015-01-30,2015-01-30,4622.592,4644.616,4543.057,4543.522,1933007232
2015-02-02,2015-02-02,4469.775,4524.549,4446.134,4453.676,1773635328
2015-02-03,2015-02-03,4502.631,4544.996,4476.376,4544.324,1827218816
2015-02-04,2015-02-04,4560.365,4607.226,4520.219,4523.497,1750256000
2015-02-05,2015-02-05,4613.475,4617.432,4470.951,4471.515,2472557824
2015-02-06,2015-02-06,4466.506,4483.546,4359.116,4395.083,1930378240
2015-02-09,2015-02-09,4403.105,4455.539,4390.435,4425.361,1469409792
2015-02-10,2015-02-10,4436.964,4526.698,4431.822,4526.698,1413392896
2015-02-11,2015-02-11,4539.31,4585.671,4538.346,4552.845,1206413184
2015-02-12,2015-02-12,4560.078,4575.537,4521.926,4565.565,1337219712
2015-02-13,2015-02-13,4580.442,4631.954,4571.039,4588.794,1734626304
2015-02-16,2015-02-16,4588.639,4634.464,4573.682,4631.058,1596817024
2015-02-17,2015-02-17,4646.175,4701.458,4645.019,4689.606,1632653696
2015-02-25,2015-02-25,4701.607,4701.607,4621.756,4650.914,1648635648
2015-02-26,2015-02-26,4646.609,4723.025,4628.616,4716.086,1953537152
2015-02-27,2015-02-27,4713.017,4744.713,4703.788,4717.137,1780125056
2015-03-02,2015-03-02,4744.501,4745.885,4702.319,4738.468,2255567104
2015-03-03,2015-03-03,4696.197,4696.197,4597.585,4598.94,2380818432
2015-03-04,2015-03-04,4613.659,4663.527,4605.971,4654.802,1795590400
2015-03-05,2015-03-05,4618.097,4625.596,4546.697,4590.718,2101002240
2015-03-06,2015-03-06,4603.575,4620.295,4570.714,4582.236,1917074048
2015-03-09,2015-03-09,4564.981,4679.582,4532.955,4672.517,2025146624
2015-03-10,2015-03-10,4666.051,4692.335,4657.655,4665.426,2227021312
2015-03-11,2015-03-11,4671.368,4730.414,4671.368,4690.329,2056158080
2015-03-12,2015-03-12,4729.344,4760.112,4703.49,4746.277,2677271296
2015-03-13,2015-03-13,4762.009,4793.674,4750.75,4773.504,2394133248
2015-03-16,2015-03-16,4797.553,4858.273,4777.856,4857.631,2618125056
2015-03-17,2015-03-17,4879.325,4900.312,4851.545,4892.749,3198397952
2015-03-18,2015-03-18,4899.339,5011.803,4895.066,5010.954,3784875008
2015-03-19,2015-03-19,5034.043,5037.433,4972.166,5005.557,3387338496
2015-03-20,2015-03-20,5005.45,5025.895,4970.362,5003.429,3259632128
2015-03-23,2015-03-23,5032.373,5098.184,5032.373,5089.227,3289346816
2015-03-24,2015-03-24,5096.445,5100.032,4997.701,5100.032,3922751232
2015-03-25,2015-03-25,5077.031,5099.243,5024.264,5068.439,3306154752
2015-03-26,2015-03-26,5049.658,5106.858,5020.913,5080.226,2954966272
2015-03-27,2015-03-27,5089.214,5110.256,5053.712,5090.028,2466405632
2015-03-30,2015-03-30,5115.135,5235.531,5115.135,5213.657,3900311040
2015-03-31,2015-03-31,5298.675,5305.187,5186.364,5205.356,4384088064
2015-04-01,2015-04-01,5202.468,5312.276,5201.198,5294.524,3058349824
2015-04-02,2015-04-02,5314.792,5328.705,5240.522,5316.736,2984115712
2015-04-03,2015-04-03,5298.976,5337.983,5274.276,5336.361,2556115968
2015-04-07,2015-04-07,5355.068,5421.061,5355.068,5421.061,3478724608
2015-04-08,2015-04-08,5455.47,5463.668,5340.666,5417.967,3613522432
2015-04-09,2015-04-09,5451.679,5451.679,5265.04,5380.825,3960076032
2015-04-10,2015-04-10,5363.225,5459.355,5343.057,5451.133,3165380608
2015-04-13,2015-04-13,5481.454,5566.21,5481.454,5554.886,3748222976
2015-04-14,2015-04-14,5589.86,5639.18,5541.889,5584.699,3957539328
2015-04-15,2015-04-15,5601.129,5629.834,5527.699,5538.212,4079964160
2015-04-16,2015-04-16,5539.394,5762.454,5518.446,5761.995,3652167680
2015-04-17,2015-04-17,5883.225,5939.962,5866.212,5901.811,5135149568
2015-04-20,2015-04-20,5938.152,6016.769,5794.062,5817.686,6180832768
2015-04-21,2015-04-21,5818.262,5954.689,5818.262,5954.689,3984603904
2015-04-22,2015-04-22,5966.416,6036.537,5955.083,6026.993,4817468416
2015-04-23,2015-04-23,6060.547,6073.201,5967.585,6030.625,4308091392
2015-04-24,2015-04-24,5993.846,6067.874,5923.615,6053.961,4387038720
2015-04-27,2015-04-27,6139.141,6183.416,6075.397,6148.728,4947516928
2015-04-28,2015-04-28,6189.866,6196.897,5991.857,6019.906,5281371136
2015-04-29,2015-04-29,6005.096,6115.79,6001.667,6076.988,3438989824
2015-04-30,2015-04-30,6085.21,6101.708,6023.896,6027.814,3370285056
2015-05-04,2015-05-04,6038.343,6052.948,5961.802,6035.398,3053486080
2015-05-05,2015-05-05,6011.234,6011.939,5781.21,5801.241,3496657664
2015-05-06,2015-05-06,5847.774,5895.165,5690.547,5722.653,2957896960
2015-05-07,2015-05-07,5711.185,5756.243,5697.635,5701.077,2112078464
2015-05-08,2015-05-08,5752.481,5827.847,5714.769,5827.847,2371219712
